"","hh_id","hh_weight","urban","poor_npl1","pred_score_pr_full"
"1",3020400906048,2429.03369140625,0,0,0.403275769024786
"2",4020401105176,7666.9296875,0,0,0.0827313062646005
"3",7170402501042,1470.876953125,0,0,0.582033901558956
"4",3080300603030,3176.8017578125,0,0,0.298050969232573
"5",1010201403106,2492.767578125,0,0,0.21930554575979
"6",1020301001145,3237.32836914062,0,0,0.210592428364605
"7",4080600802018,8614.1142578125,0,1,0.342981542906739
"8",15010202801142,374.075500488281,0,0,0.256706591959344
"9",7210103003014,2024.294921875,0,1,0.390913338014751
"10",7070302101022,2889.43920898438,0,0,0.308966363930076
"11",2030600601170,565.867980957031,0,1,0.210592428364605
"12",4081702801027,9607.2412109375,0,0,0.14354909041238
"13",3011200203015,8908.4228515625,0,0,0.466641265491114
"14",3060602103097,8527.62890625,0,0,0.109489996654562
"15",6030503003075,2496.76928710938,0,1,0.354710915630352
"16",4090100304144,13522.181640625,0,0,0.178298376930439
"17",4020401105158,7666.9296875,0,0,0.0620565510277939
"18",3050101504153,6536.767578125,0,1,0.202135856099299
"19",7120102802012,524.056335449219,0,0,0.276902884062098
"20",3090202501140,8625.8544921875,0,0,0.163666132179861
"21",1050200201004,720.011108398438,0,0,0.150015469856013
"22",7170200803075,1871.20251464844,0,1,0.193935440775601
"23",4051302405146,22068.86328125,0,0,0.228274915963808
"24",7140101303114,378.111694335938,0,0,0.21930554575979
"25",7100301001049,5229.85009765625,0,0,0.246977606002344
"26",7100800105028,3021.98217773438,1,0,0.354710915630352
"27",15010201201130,272.025665283203,0,0,0.109489996654562
"28",3090203201093,3384.3935546875,0,0,0.228274915963808
"29",7020701001079,5540.35205078125,0,0,0.594540675296001
"30",1010201403016,2492.767578125,0,0,0.441047021925367
"31",1020301001128,3237.32836914062,0,0,0.210592428364605
"32",3070401302045,5776.54296875,0,1,0.287360841745199
"33",1040400103031,1680.24951171875,0,0,0.287360841745199
"34",7110800501111,2132.11499023438,0,0,0.390913338014751
"35",3030501101023,4724.1357421875,0,1,0.276902884062098
"36",1010101601101,2897.15502929688,0,0,0.276902884062098
"37",4040501902038,13144,0,0,0.21930554575979
"38",7090701501092,4621.26416015625,0,0,0.298050969232573
"39",3061102207003,11540.9443359375,0,1,0.202135856099299
"40",3070801402065,5700.29150390625,0,1,0.308966363930076
"41",7200203802074,3260.85961914062,0,1,0.366617584449465
"42",1020601301162,3835.10131835938,0,1,0.308966363930076
"43",1030600608196,1562.90051269531,0,0,0.14354909041238
"44",3030501101193,4724.1357421875,0,1,0.366617584449465
"45",3080300603003,3176.8017578125,0,1,0.390913338014751
"46",1010500204001,3921.96020507812,0,0,0.170857930319753
"47",4011300501062,9507.2978515625,0,1,0.163666132179861
"48",4130600204095,7094.3955078125,0,0,0.0683469736821001
"49",3051100307040,5294.03662109375,0,0,0.14354909041238
"50",4170301901101,9097.5556640625,0,0,0.210592428364605
"51",1030501202065,1774.88024902344,0,0,0.354710915630352
"52",4101302203022,13077.4228515625,0,0,0.109489996654562
"53",4010102202304,6071.59326171875,0,0,0.202135856099299
"54",4171200807033,10119.947265625,0,1,0.492412320966256
"55",4170301901258,702.513916015625,0,1,0.21930554575979
"56",4110401304185,6767.27978515625,0,0,0.0563100851594237
"57",4140202701032,8267.568359375,0,1,0.256706591959344
"58",4140202701122,8267.568359375,0,1,0.466641265491114
"59",3100201601065,2748.33666992188,0,1,0.266683097204366
"60",1010600402112,3426.1669921875,0,0,0.354710915630352
"61",7020701001029,5540.35205078125,0,0,0.298050969232573
"62",7110502003033,1633.91528320312,0,0,0.298050969232573
"63",4111200402220,7483.08740234375,0,0,0.256706591959344
"64",3011602804153,7507.1787109375,0,1,0.428357894226188
"65",3070300105149,8399.9189453125,0,0,0.228274915963808
"66",4140202701077,8267.568359375,0,1,0.619175231978875
"67",7170301401132,750.913024902344,0,0,0.403275769024786
"68",4100903605009,15875.5830078125,0,0,0.0998186187941551
"69",7210103003034,2024.294921875,0,0,0.4157622894658
"70",3011802006019,2752.68896484375,1,0,0.256706591959344
"71",3041402101062,8247.173828125,0,0,0.366617584449465
"72",4090700105044,13033.6474609375,0,0,0.178298376930439
"73",13010101103017,176.022750854492,0,1,0.178298376930439
"74",7020201001138,6878.13818359375,0,0,0.466641265491114
"75",4010601302036,4319.7275390625,0,1,0.276902884062098
"76",3070801402191,5700.29150390625,0,1,0.210592428364605
"77",1030700709006,2441.37475585938,0,0,0.202135856099299
"78",13010100704044,214.501235961914,0,0,0.185990155365405
"79",7010502502109,4376.744140625,0,0,0.354710915630352
"80",6020100802285,2400.23022460938,0,0,0.403275769024786
"81",7170402501078,1470.876953125,0,0,0.428357894226188
"82",7160101705049,1543.59301757812,0,1,0.390913338014751
"83",13010100405147,163.318771362305,0,0,0.185990155365405
"84",5010301101089,297.9873046875,0,0,0.441047021925367
"85",1040600803003,1324.76440429688,0,0,0.266683097204366
"86",13010101103002,176.022750854492,0,1,0.266683097204366
"87",7200500604034,3387.75268554688,0,0,0.210592428364605
"88",3060901807096,10335.60546875,0,0,0.287360841745199
"89",2010300601115,443.895324707031,0,0,0.594540675296001
"90",5020416502092,1262.64782714844,0,0,0.193935440775601
"91",3041402101167,8247.173828125,0,0,0.163666132179861
"92",7020701001034,5540.35205078125,0,1,0.298050969232573
"93",3050400305126,7241.4794921875,0,0,0.366617584449465
"94",1040101204063,2849.8271484375,0,0,0.228274915963808
"95",7170200803051,1871.20251464844,0,1,0.53110168341931
"96",13010100303080,151.151657104492,0,0,0.131312857887299
"97",13010101405130,183.452667236328,0,0,0.266683097204366
"98",4130600204191,342.724395751953,0,0,0.0909143090034089
"99",1030300605027,2445.58471679688,0,0,0.131312857887299
"100",1040500701025,2148.28833007812,0,0,0.505321588096125
"101",3120100504120,158.107955932617,0,0,0.403275769024786
"102",13010100405074,163.318771362305,0,0,0.202135856099299
"103",5020201001047,1808.38513183594,0,1,0.256706591959344
"104",7030200501019,2365.28662109375,0,0,0.131312857887299
"105",3080300603114,3176.8017578125,0,0,0.390913338014751
"106",7020501302146,4728.34326171875,0,0,0.441047021925367
"107",5020408901055,3159.33374023438,0,0,0.378689377703037
"108",15010200404124,353.654937744141,0,0,0.131312857887299
"109",13010100405101,8.2069730758667,0,0,0.14354909041238
"110",3030202104032,7683.822265625,0,0,0.276902884062098
"111",13010101405058,183.452667236328,0,0,0.210592428364605
"112",7200800805003,3701.30029296875,0,1,0.619175231978875
"113",3070801402044,5700.29150390625,0,0,0.163666132179861
"114",3030900308102,3080.03662109375,1,0,0.109489996654562
"115",3010800701095,8636.6396484375,0,0,0.287360841745199
"116",3030302404006,6076.18701171875,0,1,0.228274915963808
"117",4011600103012,5415.3779296875,1,0,0.14354909041238
"118",3012000105226,3041.9384765625,1,1,0.308966363930076
"119",13010100704145,214.501235961914,0,0,0.14354909041238
"120",1050200712073,413.561126708984,0,0,0.104555580882069
"121",4170301901223,9097.5556640625,0,0,0.210592428364605
"122",7010502502079,4376.744140625,0,0,0.298050969232573
"123",3061601207145,8455.56640625,0,0,0.163666132179861
